date,ticker,transaction_type,log_price,value_in_thousands,num_shares,hour_of_day,price_lag_1,price_lag_2,owner_type,percent_change_in_shares,division,major_group
2024-08-11,RBA,0,0.0,0.0,14178.0,0,0.8153648132841944,4.373112017284307,Chief Executive Officer,18.0,Services,Business Services
2024-08-11,CMTL,0,0.0,0.0,10321.0,0,0.0,0.8153648132841944,Chief Financial Officer,9.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-11,TYGO,0,0.8153648132841944,-8.461,-6715.0,0,0.0,0.0,Chief Marketing Officer,-11.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-11,RBA,0,4.373112017284307,-185.782,-2373.0,0,0.8153648132841944,0.0,Chief Revenue Officer,-7.0,Services,Business Services
2024-08-11,RBA,0,0.0,0.0,4285.0,0,4.373112017284307,0.8153648132841944,Chief Legal Officer,20.0,Services,Business Services
2024-08-11,WEN,0,0.0,0.0,609.0,0,0.0,4.373112017284307,Chief Operations Officer - U.S,3.0,Retail Trade,Eating And Drinking Places
2024-08-11,WEN,0,2.8970163006148333,-7.653,-447.0,0,0.0,0.0,Chf Corp Affrs & Sustnblty Ofc,-1.0,Retail Trade,Eating And Drinking Places
2024-08-11,WEN,0,2.8970163006148333,-2.551,-149.0,0,2.8970163006148333,0.0,Chief Operations Officer - U.S,-1.0,Retail Trade,Eating And Drinking Places
2024-08-11,RBA,0,0.0,0.0,5293.0,0,2.8970163006148333,2.8970163006148333,Chief Revenue Officer,20.0,Services,Business Services
2024-08-11,RBA,0,4.373112017284307,-472.48,-6035.0,0,0.0,2.8970163006148333,Chief Executive Officer,-6.0,Services,Business Services
2024-08-11,WEN,0,0.0,0.0,1711.0,0,4.373112017284307,0.0,Chief People Officer,2.0,Retail Trade,Eating And Drinking Places
2024-08-11,WEN,0,2.8970163006148333,-8.748,-511.0,0,0.0,4.373112017284307,Chief People Officer,-1.0,Retail Trade,Eating And Drinking Places
2024-08-11,CMTL,0,1.4279160358107101,-16.703,-5269.0,0,2.8970163006148333,0.0,Chief Financial Officer,-4.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-11,WEN,0,0.0,0.0,4038.0,0,1.4279160358107101,2.8970163006148333,"President, U.S.",2.0,Retail Trade,Eating And Drinking Places
2024-08-11,WEN,0,2.8970163006148333,-30.491,-1781.0,0,0.0,1.4279160358107101,"President, U.S.",-1.0,Retail Trade,Eating And Drinking Places
2024-08-11,BW,0,0.7793248768009975,11.8,10000.0,0,2.8970163006148333,0.0,Senior Vice President,11.0,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2024-08-11,ACIW,0,3.862622655133019,-98.678,-2118.0,0,0.7793248768009975,2.8970163006148333,Chief Financial Officer,0.0,Services,Business Services
2024-08-11,WEN,0,0.0,0.0,2691.0,0,3.862622655133019,0.7793248768009975,"President, International",4.0,Retail Trade,Eating And Drinking Places
2024-08-11,WEN,0,2.8970163006148333,-13.764,-804.0,0,0.0,3.862622655133019,"President, International",-1.0,Retail Trade,Eating And Drinking Places
2024-08-11,BW,0,0.7793248768009975,39.334,33334.0,0,2.8970163006148333,0.0,Chief Operating Officer,6.0,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2024-08-11,BW,0,0.7793248768009975,-17.995,-15250.0,0,0.7793248768009975,2.8970163006148333,Chief Operating Officer,-3.0,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2024-08-11,WEN,0,0.0,0.0,1528.0,0,0.7793248768009975,0.7793248768009975,Chf Corp Affrs & Sustnblty Ofc,2.0,Retail Trade,Eating And Drinking Places
2024-08-11,BW,0,0.7793248768009975,-5.351,-4535.0,0,0.0,0.7793248768009975,Senior Vice President,-5.0,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment"
2024-08-10,SMCI,0,6.233940026721684,-225.889,-444.0,0,0.7793248768009975,0.0,Director,0.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-10,SMCI,0,0.0,0.0,875.0,0,6.233940026721684,0.7793248768009975,Director,0.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-10,NEO,0,0.0,0.0,11336.0,0,0.0,6.233940026721684,Director,56.0,Services,"Engineering, Accounting, Research, Management, And Related Services"
2024-08-10,FRME,0,3.6027767550605247,-43.59,-1221.0,0,0.0,0.0,"Chief Credit Officer, Executive Vice President",-2.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-10,APPF,0,5.37026586586062,-828.298,-3872.0,0,3.6027767550605247,0.0,"Director, Chief Executive Officer",-4.0,Services,Business Services
2024-08-10,SMCI,0,6.233940026721684,-122.611,-241.0,0,5.37026586586062,3.6027767550605247,"Director, 10% Owner",0.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-10,NSIT,0,0.0,0.0,345.0,0,6.233940026721684,5.37026586586062,Chief Digital Officer,6.0,Retail Trade,Miscellaneous Retail 
2024-08-10,NSIT,0,5.240264435099419,-15.581,-83.0,0,0.0,6.233940026721684,Chief Digital Officer,-1.0,Retail Trade,Miscellaneous Retail 
2024-08-10,EHTH,0,1.6956156086751528,-6.671,-1499.0,0,5.240264435099419,0.0,Chief Accounting Officer,-2.0,"Finance, Insurance, And Real Estate","Insurance Agents, Brokers, And Service"
2024-08-10,AIT,0,5.288267030694535,-560.071,-2843.0,0,1.6956156086751528,5.240264435099419,VP-Sales & Marketing-USSC,-12.0,Wholesale Trade,Wholesale Trade-durable Goods
2024-08-10,SMCI,0,6.233940026721684,-122.611,-241.0,0,5.288267030694535,1.6956156086751528,"Director, President and CEO, 10% Owner",0.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-10,BARK,0,0.9439058989071285,-56.239,-35821.0,0,6.233940026721684,5.288267030694535,Chief Financial Officer,-3.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-10,CMTL,0,0.0,0.0,1195.0,0,0.9439058989071285,6.233940026721684,Chief Financial Officer,1.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-10,NEO,0,0.0,0.0,11336.0,0,0.0,0.9439058989071285,Director,inf,Services,"Engineering, Accounting, Research, Management, And Related Services"
2024-08-10,CMTL,0,0.0,0.0,329.0,0,0.0,0.0,Exec VP Treasurer & Asst Sec.,1.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-10,CMTL,0,1.4279160358107101,-0.377,-119.0,0,0.0,0.0,Exec VP Treasurer & Asst Sec.,0.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-10,SMCI,0,0.0,0.0,267.0,0,1.4279160358107101,0.0,"SVP, Chief Financial Officer",2.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-10,SMCI,0,6.233940026721684,-69.191,-136.0,0,0.0,1.4279160358107101,"SVP, Chief Financial Officer",-1.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-10,CMTL,0,1.4279160358107101,-1.937,-611.0,0,6.233940026721684,0.0,Chief Financial Officer,-1.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-10,BARK,0,0.9439058989071285,-2.087,-1329.0,0,1.4279160358107101,6.233940026721684,"VP Accounting, Controller",-1.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-10,AIT,0,5.288267030694535,-704.472,-3576.0,0,0.9439058989071285,1.4279160358107101,"Director, President and CEO",-2.0,Wholesale Trade,Wholesale Trade-durable Goods
2024-08-10,QUIK,0,0.0,0.0,4673.0,0,5.288267030694535,0.9439058989071285,"CFO, SVP FINANCE",10.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-10,NEO,0,0.0,0.0,11336.0,0,0.0,5.288267030694535,Director,inf,Services,"Engineering, Accounting, Research, Management, And Related Services"
2024-08-10,NYT.A,0,4.006787581872569,-5.127,-95.0,0,0.0,0.0,Director,0.0,Manufacturing,"Printing, Publishing, And Allied Industries"
2024-08-10,BARK,0,0.9439058989071285,-21.77,-13866.0,0,4.006787581872569,0.0,Chief Legal Officer,-3.0,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices
2024-08-10,NEO,0,0.0,0.0,11336.0,0,0.9439058989071285,4.006787581872569,Director,11.0,Services,"Engineering, Accounting, Research, Management, And Related Services"
2024-08-10,SMCI,0,0.0,0.0,447.0,0,0.0,0.9439058989071285,"Director, President and CEO, 10% Owner",0.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-10,EHTH,0,1.6956156086751528,-41.042,-9223.0,0,0.0,0.0,"SVP, Chief Financial Officer",-2.0,"Finance, Insurance, And Real Estate","Insurance Agents, Brokers, And Service"
2024-08-10,APPF,0,5.37026586586062,-461.425,-2157.0,0,1.6956156086751528,0.0,Chief Financial Officer,-2.0,Services,Business Services
2024-08-10,BMBL,0,1.9430489167742813,-24.41,-4082.0,0,5.37026586586062,1.6956156086751528,"Director, Executive Chair of the Board, 10% Owner",0.0,Services,Business Services
2024-08-10,BMBL,0,1.9430489167742813,-0.365,-61.0,0,1.9430489167742813,5.37026586586062,Chief Legal Officer,0.0,Services,Business Services
2024-08-10,FRME,0,3.6027767550605247,-130.733,-3662.0,0,1.9430489167742813,1.9430489167742813,President,-3.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-10,FRME,0,3.6027767550605247,-57.191,-1602.0,0,3.6027767550605247,1.9430489167742813,"Chief Financial Officer, Executive Vice President",-3.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-10,AIT,0,5.288267030694535,-108.547,-551.0,0,3.6027767550605247,3.6027767550605247,VP-Chief HR Officer,-3.0,Wholesale Trade,Wholesale Trade-durable Goods
2024-08-10,FRME,0,3.6027767550605247,-143.371,-4016.0,0,5.288267030694535,3.6027767550605247,"Director, Chief Executive Officer",-3.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-10,FRME,0,3.6027767550605247,-10.853,-304.0,0,3.6027767550605247,5.288267030694535,"Director of Human Resources, Senior Vice President",-2.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-10,FRME,0,3.6027767550605247,-32.666,-915.0,0,3.6027767550605247,3.6027767550605247,"Chief Information Officer, Senior Vice President",-3.0,"Finance, Insurance, And Real Estate",Depository Institutions
2024-08-10,SKIN,0,0.7514160886839212,-36.147,-32274.0,0,3.6027767550605247,3.6027767550605247,Chief Financial Officer,-4.0,Manufacturing,Chemicals And Allied Products
2024-08-10,APPF,0,5.37026586586062,-284.3,-1329.0,0,0.7514160886839212,3.6027767550605247,Chief Legal Officer,-3.0,Services,Business Services
2024-08-10,AIT,0,5.288267030694535,-144.598,-734.0,0,5.37026586586062,0.7514160886839212,Vice President-CFO & Treasurer,-2.0,Wholesale Trade,Wholesale Trade-durable Goods
2024-08-10,SMCI,0,0.0,0.0,447.0,0,5.288267030694535,5.37026586586062,"Director, 10% Owner",0.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-10,SMCI,0,6.233940026721684,-26.456,-52.0,0,0.0,5.288267030694535,"SVP, Worldwide Sales",-2.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-10,SMCI,0,0.0,0.0,335.0,0,6.233940026721684,0.0,"SVP, OPERATIONS",4.0,Manufacturing,Industrial And Commercial Machinery And Computer Equipment
2024-08-10,ENVX,0,2.4475508632442313,-19.832,-1878.0,0,0.0,6.233940026721684,Chief Financial Officer,0.0,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment"
2024-08-10,AIT,0,5.288267030694535,-93.181,-473.0,0,2.4475508632442313,0.0,"VP, General Mgr-Fluid Power",-1.0,Wholesale Trade,Wholesale Trade-durable Goods
